,0
524,瞬間變成萬人迷我也這麼覺得我也想要啊啊啊有冷知識或空殼都是理膚寶水其實我也有抽到一個潤髮乳可是他給我精華液我回家才想到什麼袋子
525,藍色的那個啊
526,根本不是早點晚點的問題吧
527,所以今天的人都是白老鼠
528,早點進去也不一定都有啊有工作人員說藍袋子要早鳥才能拿那為什麼我有晚上早鳥去的都沒辦法拿到
529,每個工作人員說的都不一樣真的很傻眼明明是早鳥結果卻讓我昏倒
530,當早鳥的都是白癡
531,第一天藍袋子就發完會不會太誇張
532,居然真的放了我的照片真害羞辛苦你們了活動真的不錯有用心跟朋友玩得很開心
533,活動很爛
534,還好我只有杯套其他用扭蛋抽真心覺得扭蛋抽很多東西潤髮乳跟眼線筆自己帶走其他給男友不然很重沒有藍色袋子我覺得沒差了扭蛋差不多扭到那些了
535,拍拍並不是有玩遊戲就有喔我早鳥點去的還是沒有官方大概覺得這樣騙大家很高興吧
536,狄卡不能留聯絡方式
537,那不是玩遊戲送的早鳥票券可以拿
538,所以說就算拿到票卷沒有早鳥的話就沒有藍色袋子嗎
539,他有一個配對的遊戲也可拿也有隨機發放的
540,抖音還有雨傘超酷的
541,我還有看到有人沒夾到的
542,我有拿到的雨傘覺得蠻不錯
543,有雨傘哦想要
544,我扭蛋扭到紙膠帶超可愛的
545,好想拿到
546,我一個紙膠帶都沒有好想拿
547,我就是沒夾到的其中一個嗚嗚但我有拿到藍色袋子就很滿足了
548,請問是早鳥才有藍色袋子嗎還是有拿到卷就可以換謝謝
549,那個好像要碰運氣現場會隨機發放早鳥一定會拿到的就只有杯套的樣子如果還沒去聽到喊外面能拿卷的要小心點因為進去了不能出去不然就不能再進去喔
550,拿完卷是一定有藍色袋子還是也不一定
551,這個我就不知道了我男友是拿了卷就不能進去然後就去換了工作人員說拿卷就不能進去不然就放棄卷可以進去
552,我雖然是早鳥但也不是拿他發的禮物卷的我是玩遊戲拿到的那個抽卡實驗室玩完以後拍完照就可以拿到藍色袋子
553,謝謝
554,但我聽說比較後面去好像就沒有了
555,有人想要明早一起去拿東西嗎順便逛展覽目前一個人
556,我也是這樣覺得早鳥票填然後去的時候都沒了
557,我也
558,活動真的超爛到底填早鳥有什麼用
559,我早鳥點去點出來就說沒有了
560,同場的我根本狀況外超爛浪費我的時間
561,我三點的場一到場就去要但說要先入場闖關然後有什麼兌換卷才能拿可是我也明明記得早鳥一定有啊我去問贈品處也沒要送的意思
562,場
563,嗯我們就是白癡
564,哈哈我也是下午點全場館只看到一兩個拿藍色袋子然後最後已經走出來才忘記要去拿而且根本就是廠商來刷存在感的活動啊
565,吃不到葡萄說葡萄酸
566,我好想要
567,所以最後又有藍色袋子了喔覺得下午去的我運氣好爛沒有藍色袋子只有鳥氣
568,通報好像有人對這篇文章有新想法唷快來去看看
569,好想要去排隊的時候就沒有了原很幸運喔
570,我也是最後走可是沒有東西
571,待到最後又有是怎樣
572,我真好難過為什麼我的兌換卷是一片面膜
573,雖然還有袋子但是那是明天的份還是不能給啦不然就換明天沒有啦
574,是啊所以我悶啊啊啊而且明天晚一些場次的估計也是拿不到嚕
575,其實我沒有關注這個活動感覺如果袋子來晚了就沒有每個場次分配一定的量比較好吧
576,完全同意啊所以才想說主辦單位是不是要出來說明一下
577,我當初搶到早上的時間後來延期因為上班的緣故只能改成晚上的時間藍色袋子當初也沒說有限還以為早鳥的人才可以領那搶票的人都是白癡嗎完全沒說晚上就拿不到
578,今天男友聽到可以拿那個什麼禮物卷結果出去就不能進來了早鳥禮只有那個提飲料的
579,是啊是不是應該早點說清楚講明白不然期待落空很失落的上班辛苦啦下班還要受這種鳥氣
580,真的想拿都拿不到都虧還排早場的
581,活動說明好像本來就有說藍袋子是限量的早鳥限定禮是杯套
582,那個限量通知是早鳥報名後才通知的喔
583,原來是這樣啊
584,超扯一開始就發了兩次我四點場一進去就開始發問題是出卻不能再進場沒想到那竟然是最後一次了當四點以後來的是白痴嗎都沒有一梯一梯的保留晚來的很多禮物都沒有了
585,主辦單位給了一個不合理的規則不能期待會給什麼合理的交代
586,我選下午三點明明還有很多卻不送欸一到就立馬去贈品處問也沒有要送的意思
587,有問也是沒有要送的態度
588,早鳥票今天最晚場進去排隊玩各個攤位最後想說排抽卡實驗室工作人員說快八點了不能排詢問藍袋子被告知很早就沒有了無言之去年的也是在場外排隊因為沒贈品不能進場
589,真心覺得早鳥有種被耍的感覺
590,我是點入場點排隊拿到但也是尋覓了很久後來才發現非常多人沒拿到杯套部分也是問了好多人最後才知道是要出去外面的贈品處換希望主辦單位下次能計畫的更周詳
591,我彩蛋還只是空殼
592,空殼還是可以換東西
593,好像是理膚寶水的卸妝什麼的
594,原來謝謝你哦
595,早鳥一樣沒袋子覺被耍
596,還以為早鳥排隊會有結果要扭蛋還不一定有
597,換小藍袋的兌換券建議可以在手上蓋章之類的避免讓領過的人重複領取排隊換小藍袋的時候有看到明明已經有了還請友人幫忙在旁邊提著又自己去拿一遍的
598,沒早鳥但是扭到藍袋子飄過
599,我是連扭到的機會都沒有啊
600,進去有一種邊緣人被霸凌的感覺整個超級失望的
601,為什麼沒有藍色手提袋
602,霸凌邊緣人
603,到底為什麼
604,我早鳥也還是沒有藍色提袋好難過
605,我女友也為了藍色袋子特地從台南北上結果也沒拿到很生氣排隊排很久才能玩到一個遊戲覺得很不值得
606,我覺得可能他們沒有講清楚怎麼拿也是到了繞一圈才大概知道遊戲規則
607,迪卡配對的活動就有給小藍袋啊到現場才知道早鳥禮只有杯套小藍袋是配對活動跟離場禮物卷不定時發送
608,四點進去已經沒了也
609,自己去超無聊我自己去是為了拿藍袋子不過最後有拿到順便帶走了抖音的帽子
610,一堆人靠關係進去拿了一堆真的是一堆的代幣爽扭蛋不過好玩就好
611,袋子沒了是嗎
612,文章怎麼都沒有註明主辦單位的聯絡資訊
613,騙人的活動贈品量不控制當晚上的人傻子浪費大家時間藍色袋子才幾點就沒了
614,今天的活動兩點開始我是四點進場的提早逛完還要等到五點發券換袋子結果等到的是藍色袋子沒了問了工作人員說是限量的明天去也不會有讓人蠻失望的
615,主辦方當挑週日去的都是傻子嗎為什麼沒看到一點資訊有講藍色袋子限量的傻眼不想去了
616,藍色袋子到底要怎麼拿工作人員好像一問三不知解釋不出來到底要拿什麼東西給他們看才有藍色袋子我那時候看的時候藍色袋子數量還有超級多真的覺得傻眼重點是問官網閃光也沒說明到底藍色袋子限量是給誰既然都是要發幹嘛不一開始說清楚遊戲規則
617,原本滿期待的但是參加完很失望感覺只是打卡拍照然後換美妝品或試用品之類的沒有太大的互動感或新鮮感雖然也是我自己對活動的認知有誤解然後謝謝原拉我來參加至少我們以後應該不會想再來了
618,我超想要紙膠帶我狂打和闖關卡和朋友蒐集到個代幣結果都是化妝品面膜那些我朋友超開心的嗚嗚嗚嗚嗚紙膠帶
619,我轉到兩個紙膠帶
620,你打的真好哈哈哈想要什麼就會拿不到
621,我覺得就是一直排隊很煩
622,我有五個紙膠帶
623,那個冷知識可以換卸妝理膚水
624,我也是為了藍色袋子衝一波的有搶到早鳥但到底所謂的活動隨機給到底是什麼鬼東西連工作人員都不清楚還是不願意講我真的不知道是哪個無限傻眼
625,出來就進不去然後進去沒多久就想上廁所根本沒什麼玩到就出來了每個都要排好久但轉到一個超大罐的潤髮乳
626,我三張直接丟掉耶
627,我有搶到早鳥還是沒拿到藍色提袋一到就立馬去贈品處問也沒有要送的意思
628,我一開始也是工作人員後來才說可以換的
629,請問有拿到環保杯套的人嗎我是早鳥可是沒有藍袋子就算了也沒有環保杯套我是那場的
630,我是的有拿到杯套耶
631,請問哪裡發的我只有拿到裡面的杯套
632,出口有贈品區拿進場刷的給他再刷一次就有了
633,傻眼我要出去的時候還問工作人員他完全沒說到可以去贈品區只說去代幣可以去扭蛋區轉我就這樣走掉了
634,妳在出口沒有拿或者沒有發兌換票券所以贈品區就換不到那個東西
635,有啊我跟妳同場也是早鳥票的環保杯套在出口贈品處出去就看到了
636,我是問了兩個工作人員確定後才知道要去哪裡換的不然我一開始也不知道怎麼拿杯套
637,我是說早鳥一定會有的杯套啦我要出去時有看到贈品區但我也不知道那邊換什麼就沒過去我的意思是出口有工作人員他卻沒有說贈品區可以換東西我也是搶早鳥票的啊我問他藍色提袋怎麼拿他說已經發完了我就以為杯套可能也是限量結果回來看板上才知道是早鳥一定會有哭哭我應該多問的搶了早鳥票拿到的東西跟現場排根本一樣難過
638,請問什麼冷知識兌換券嗎在哪個攤位拿的呢
639,冷知識是哪一個啊工作人員在做什麼那個嗎
640,扭蛋裡面有工作人員小知識的都是喔
641,哈哈哈她怎麼跟我說那個就是沒有禮物
642,去低卡的活動不覺得丟臉嗎
643,配對然後抽到的
644,謝謝你
645,特別點進來留言不覺得丟臉嗎
646,我是有拿到袋子關於活動內容希望能更好我沒拿到紙膠帶嗚嗚嗚嗚
647,我也有去欸同校的哈哈
648,想要袋子其實我本來以為男生會對這種活動沒興趣嗨嗨但我畢業了
649,抱著難得低卡辦活動順便拿贈品的概念
650,哈哈我也差不多今年又剛好有到
651,對終於跟到了
652,但覺得還是值得鼓勵
653,的確都是贊助商時間很緊湊根本不能好好玩
654,幾乎都是打卡拍照上傳真的不知道可以玩什麼
655,我有問工作人員參加抽卡實驗室能不能拿到他們回答不行然後我就沒排了
656,可是工作說早鳥有條碼都有耶妳是幾點去的啊
657,星期六下午兩點多就到了我三點的場
658,我也想要潤髮乳真的我為了拿袋子還跟朋友問了好幾個人還是搞不清楚我還後悔沒報早鳥後來看到有些早鳥也沒有很不解
659,是早鳥那應該會有啊因為我三點去問服務處他們那邊都還有看到袋子耶
660,對呀那時候就看到超多但跟他們說了也沒有要送的意思就說活動會拿到兌換卷也沒有整個說法不一
661,我有兩個藍色袋袋瓶潤髮瓶防曬其他就都一堆一堆的反正很多
662,扭得到雞排編嗎
663,剛從現場回來的女孩
664,是苡繗
665,是我的
666,藍色袋子根本拿不到才剛出來就說今天的都沒了剩下是明天的
667,裡面是一些試用品唇膏隔離乳面膜等等的就是照片裡你看得到的東西
668,參加抽卡實驗室可以直接拿到或不定時的禮物券發放也有機會
669,覺得有點瞎前面每個人人手一個或是一個人好幾袋問了工作人員表示是隨機發送兌換券雜學跟其他展逛逛收尾吧下次不會再想參加了
670,裡面有面膜保養品指甲油口紅髮蠟衣服店打折卷我是第一批進去的大概三點的時候工作人員會在出口發兌換卷但你拿了兌換卷就是一定要離開展場不可以在繼續待在裡面我在猜他應該是用這樣來控管人數
671,下次也不參加了超爛明明也是早鳥卻沒袋子辦活動都不說明清楚其他比較晚場次的人算什麼啊有誰也是早鳥沒拿到袋子的我五點場就沒東西了
672,我也覺得這樣對只能預約比較晚場次的人不太好希望還是要說明清楚比較妥當
673,傻眼不太想去了
674,我是四點場早鳥沒袋子搶早鳥跟一般的差別在哪真的黑人問號耶上次的闖關至少還有拿到這次延期就算了還碰一鼻子灰
675,我是點的場點出來就已經沒有了而且裡面超級多人可是我看有的人進去的時候就有袋子了
676,他說有人在發卷可是我只看過發卷人一次就沒在看過了我是點場的而且很多人都拿到袋子以後還重複進來根本就沒在管啊
677,我自己也是五點場的問工作人員說已經發完了連明天的人也都沒有有點誇張
678,幹那我晚上的場還要去嗎
679,如果你也是為了袋子那不用來了
680,明天還有袋子嗎
681,真假我是明天早鳥的
682,我有在現場詢問工作人員他說只有拿到早鳥票的才有藍色袋子後來我跟朋友看到有人說參加配對活動可以拿到結果進去之後詢問配對活動的工作人員他們也是說只有早鳥有但活動場地內外超多人都拿還有媽媽跟女兒一起來一人一袋的不太懂發放標準是什麼大家說法都不一樣我自己覺得既然事先也在版上做出預告會發藍袋子了為什麼不一併把發放條件講清楚呢畢竟很多人去的原因之一就是為了袋子吧
